Survey Year,Timestamp,SalaryUSD,Country,PostalCode,PrimaryDatabase,YearsWithThisDatabase,OtherDatabases,EmploymentStatus,JobTitle,ManageStaff,YearsWithThisTypeOfJob,HowManyCompanies,OtherPeopleOnYourTeam,CompanyEmployeesOverall,DatabaseServers,Education,EducationIsComputerRelated,Certifications,HoursWorkedPerWeek,TelecommuteDaysPerWeek,PopulationOfLargestCityWithin20Miles,EmploymentSector,LookingForAnotherJob,CareerPlansThisYear,Gender,OtherJobDuties,KindsOfTasksPerformed,Counter
2018,12/13/2017 10:09,80000,United States,,Oracle,4,"Microsoft SQL Server, Oracle, Microsoft Access, SAP",Full time employee,Analyst,No,1,Not Asked,1,Not Asked,1,Masters,No,"No, I never have",40,5 or more,Not Asked,Private business,No,"Stay with the same employer, same role",Male,Developer: T-SQL,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
2018,12/13/2017 10:13,59000,United Kingdom,,Microsoft SQL Server,15,"Redis, Amazon RDS (any flavor)",Full time employee,Other,Yes,3,Not Asked,1,Not Asked,6,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same role, but change employers",Male,"Analyst, Architect, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Engineer, Manager","Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
2018,12/13/2017 10:13,190000,United States,,Microsoft SQL Server,20,"MySQL/MariaDB, SQLite",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,5,Not Asked,None,Not Asked,40,Masters,Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Female,"Developer: App code (C#, JS, etc), Engineer","Build scripts & automation tools, Projects, R&D, Training/teaching",1
2018,12/13/2017 10:15,84000,United States,54911,Microsoft SQL Server,15,"Microsoft SQL Server, Azure SQL DB",Full time employee,"Developer: App code (C#, JS, etc)",Yes,1,Not Asked,None,Not Asked,5,None (no degree completed),N/A,"No, I never have",45,2,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: T-SQL, Manager","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D",1
2018,12/13/2017 10:19,115000,United States,,Microsoft SQL Server,17,Microsoft SQL Server,Full time employee,Developer: T-SQL,No,17,Not Asked,None,Not Asked,2,Bachelors (4 years),Yes,"No, I never have",55,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects, R&D, Training/teaching",1
2018,12/13/2017 10:22,126000,Switzerland,,Microsoft SQL Server,8,,Full time employee,Manager,Yes,1,Not Asked,2,Not Asked,10,Bachelors (4 years),N/A,"Yes, and they're currently valid",41,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,Engineer,"Build scripts & automation tools, Meetings & management, Projects",1
2018,12/13/2017 10:29,115000,United States,20902,Microsoft SQL Server,17,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,3,Not Asked,None,Not Asked,80,Bachelors (4 years),No,"Yes, but they expired",40,1,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects",1
2018,12/13/2017 10:36,63000,Canada,m4l2p8,Microsoft SQL Server,10,"Microsoft SQL Server, Oracle",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",Yes,1,Not Asked,1,Not Asked,65,Bachelors (4 years),Yes,"No, I never have",38,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects",1
2018,12/13/2017 10:38,142000,United States,78746,Microsoft SQL Server,14,"MongoDB, Teradata",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,1,Not Asked,3,Not Asked,60,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,2,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,,"Build scripts & automation tools, Meetings & management",1
2018,12/13/2017 10:55,86888,United Kingdom,,Microsoft SQL Server,8,"Oracle, Azure SQL DB, Amazon RDS (any flavor)",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,1,Not Asked,1,Not Asked,300,None (no degree completed),N/A,"Yes, and they're currently valid",38,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Training/teaching",1
2018,12/13/2017 10:57,144000,United States,98055,Microsoft SQL Server,20,"MySQL/MariaDB, Microsoft Access",Full time employee,Developer: T-SQL,No,10,Not Asked,None,Not Asked,5,Bachelors (4 years),No,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Architect, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)","Build scripts & automation tools, Manual tasks",1
2018,12/13/2017 10:58,70000,Bahrain,,SAP,5,Microsoft SQL Server,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",Yes,6,Not Asked,None,Not Asked,10,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),,1
2018,12/13/2017 11:09,136000,United States,,Microsoft SQL Server,20,"Microsoft SQL Server, Oracle, Caché",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,17,Not Asked,5,Not Asked,400,None (no degree completed),N/A,"Yes, but they expired",45,4,Not Asked,Private business,No,"Stay with the same employer, same role",Female,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, On-call as part of a rotation, Projects",1
2018,12/13/2017 11:22,116500,United States,85264,Oracle,15,Microsoft SQL Server,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,25,Not Asked,None,Not Asked,350,Bachelors (4 years),Yes,"Yes, but they expired",45,1,Not Asked,Private business,No,"Stay with the same employer,  but change roles",Female,,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, R&D",1
2018,12/13/2017 11:25,75000,United States,14425,Oracle,10,"Microsoft SQL Server, Oracle",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,10,Not Asked,None,Not Asked,1,Bachelors (4 years),No,"No, I never have",40,"None, or less than 1 day per week",Not Asked,"Education (K-12, college, university)","Yes, but only passively (just curious)",Prefer not to say,Male,Analyst,"Build scripts & automation tools, Manual tasks, On-call 24/7/365",1
2018,12/13/2017 11:31,79500,Canada,V3T 0K7,Microsoft SQL Server,20,"MySQL/MariaDB, Azure SQL DB, Amazon RDS (any flavor)",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,20,Not Asked,5,Not Asked,130,None (no degree completed),N/A,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,Manager,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching",1
2018,12/13/2017 11:35,70000,Canada,,Microsoft SQL Server,6,"Microsoft SQL Server, Oracle",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,4,Not Asked,4,Not Asked,100,Bachelors (4 years),Yes,"No, I never have",38,"None, or less than 1 day per week",Not Asked,State/province government,"Yes, but only passively (just curious)",Prefer not to say,Male,,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects",1
2018,12/13/2017 11:37,100000,United States,95624,Microsoft SQL Server,13,"Oracle, Solr, Neo4j",Full time employee,Engineer,No,3,Not Asked,2,Not Asked,12,None (no degree completed),N/A,"Yes, and they're currently valid",48,3,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc)","Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects, R&D",1
2018,12/13/2017 11:41,107000,United States,75067,Microsoft SQL Server,12,"Microsoft SQL Server, Azure SQL DB",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,12,Not Asked,More than 5,Not Asked,150,Associates (2 years),Yes,"Yes, but they expired",45,3,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching",1
2018,12/13/2017 11:44,86000,United States,15201,Microsoft SQL Server,10,"Microsoft SQL Server, MySQL/MariaDB, Teradata, Azure SQL DB, Amazon RDS (any flavor)",Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,6,Not Asked,5,Not Asked,50,Bachelors (4 years),Yes,"No, I never have",45,3,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching",1
2018,12/13/2017 11:46,81723,United States,66101,Microsoft SQL Server,20,"Microsoft SQL Server, Oracle, MySQL/MariaDB, DB2, Microsoft Access, SQLite, Azure SQL DB",Full time employee,Architect,No,12,Not Asked,None,Not Asked,40,None (no degree completed),N/A,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Local government,"Yes, but only passively (just curious)","Stay with the same employer,  but change roles",Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR)","Manual tasks, Meetings & management, On-call 24/7/365, Projects",1
2018,12/13/2017 11:49,116000,United States,20190,Microsoft SQL Server,10,"Microsoft SQL Server, Azure SQL DB, Amazon RDS (any flavor)",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,10,Not Asked,3,Not Asked,200,Masters,Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Change both employers and roles,Male,,"Build scripts & automation tools, Manual tasks, On-call 24/7/365",1
2018,12/13/2017 11:50,120000,United States,98033,Microsoft SQL Server,6,,Full time employee,Engineer,No,6,Not Asked,None,Not Asked,95,None (no degree completed),N/A,"No, I never have",50,"None, or less than 1 day per week",Not Asked,Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365",1
2018,12/13/2017 11:55,136000,United States,76102,Microsoft SQL Server,21,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,10,Not Asked,None,Not Asked,3,Bachelors (4 years),Yes,"No, I never have",60,1,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: T-SQL, Manager","Meetings & management, On-call 24/7/365, R&D",1
2018,12/13/2017 12:02,75000,Canada,T6K 3L6,Microsoft SQL Server,15,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,6,Not Asked,4,Not Asked,250,Associates (2 years),Yes,"Yes, but they expired",36,"None, or less than 1 day per week",Not Asked,State/province government,"Yes, but only passively (just curious)","Stay with the same employer,  but change roles",Male,"Analyst, Architect, Developer: T-SQL, Manager","Build scripts & automation tools, Meetings & management, On-call as part of a rotation, R&D, Training/teaching",1
